,dot_id,label,x,y,flg_type#1,flg_type#2,flg_type#3,flg_type#4,flg_type#5,flg_type#6,flg_type#7,tsr_cfd,has_inf,inf_cfd,has_filter_desc,filter_cfd,source,flg_pos_r,flg_pos_sin,flg_size,flg_shape,pub_road_num,pri_road_num,road_class,fc,link_type,camera_num,furniture_num,guidance_num,forbid_num
426,d93109502c774822aa5ed5fb18a7bca3,1,110.267749,22.592146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,8,0.544971334,0.19623866,25.82465278,0.8235294120000001,0,3,47000.0,6.0,0.0,4,0,0,2
1670,9a5320c89a564ed1891d0aff44e03fde,1,121.39926399999999,28.247457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8,0.923599037,-0.7484718490000001,10241.0827,2.468965517,1,0,41000.0,1.0,0.0,20,18,0,2
1204,f5fb26c5e1914f788abcc3778f9b49d5,0,117.143708,31.83282,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.37641108,0.671547123,2141.927083,1.007142857,0,4,45000.0,6.0,0.0,12,43,18,16
1430,f5e8797aff644cfaaa443b9540150c5f,1,120.229727,30.099124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.637395178,0.684208362,1073.567708,0.9509803920000001,2,0,0.0,0.0,0.0,47,18,0,0
818,0f8e1237e82c4f1aaf997ca48cd3741b,0,117.15991100000001,31.857097999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,996,1,0,0,0,1,0.839980003,0.316227766,28.61022949,2.083333333,3,0,44000.0,4.0,0.0,6,29,22,5
1019,0f0acb63af4c403c81d17539b43637fa,0,115.08188,25.912986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,0,8,0.68765357,-0.296903376,724.7714487000001,0.701030928,1,0,41000.0,1.0,0.0,6,15,2,1
1875,060256ffbd6d4581bfa094f670d6107a,0,120.097902,32.494040999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,992,0,0,1,1000,8,0.428366164,0.226960555,377.6041667,1.034482759,3,0,44000.0,4.0,0.0,18,25,12,9
1331,847cd2023065441eb0cb7d74e0cc38bc,0,117.220653,31.892134999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,1000,0,0,8,0.6669868720000001,0.9620379259999999,1132.8125,2.013888889,3,0,44000.0,4.0,0.0,18,40,20,11
1347,a1f9d6c6f59746e0880e22d0513fc2aa,1,120.53607199999999,27.848494,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1000,8,0.7678646729999999,0.27131516899999997,1722.65625,1.0,4,0,45000.0,3.0,0.0,25,27,28,1
1745,2e4932c01ecb4e41844ff1e1a91126c1,0,117.24086899999999,31.896202000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,981,0,0,0,0,1,0.31308577,0.7501563590000001,28.3241272,1.0909090909999999,7,0,44000.0,4.0,0.0,24,75,32,30
2183,02186db845e24a248f6d85c764e2643e,0,114.355205,30.581346000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,999,0,0,0,0,8,0.828816797,0.18265663699999998,49.44620253,0.72,4,0,44000.0,4.0,0.0,28,34,16,84
1258,57a9630e96844f24b8b70e191dccefaa,0,117.19478400000001,31.840993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,1000,0,0,8,0.361557894,0.998764285,3431.640625,1.992063492,2,0,0.0,0.0,0.0,13,23,8,16
1564,a1f5522a0b1b4464b59d0a68cbe09e8f,1,125.339634,43.900813,0.0,1.0,0.0,0.0,0.0,0.0,0.0,457,0,0,1,1000,8,1.128621055,0.566079187,18.45991561,0.857142857,1,0,45000.0,5.0,0.0,41,37,23,56
2328,04a86d83b427400a95afdfc52ce98ad2,0,109.956924,27.485859,0.0,1.0,0.0,0.0,0.0,0.0,0.0,998,0,0,0,0,8,0.8820059579999999,-0.291318264,605.46875,0.64516129,1,0,41000.0,1.0,0.0,4,10,1,0
1752,919f62f30de6476baeb5027926ace0e9,1,101.89530500000001,36.552310999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.592201955,-0.973297849,32.98611111,0.842105263,1,0,41000.0,2.0,0.0,0,16,7,2
1409,b2243fdb49e147ccb360592f9ee4ffd0,1,113.410421,26.836553000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.35050187200000005,0.641936656,1331.597222,1.134615385,2,0,0.0,0.0,0.0,4,20,1,0
488,6871d36437594ba5a8bca013ca260d20,0,110.080454,18.546589,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,8,0.306394359,0.9972623409999999,322.9166667,2.90625,2,0,41000.0,1.0,0.0,5,22,0,0
541,c1ceb3c9351e449280d5fdb7b7c4fbdc,0,117.249618,31.833446999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,993,0,0,0,0,8,0.64388975,0.289041891,338.1076389,0.539473684,0,1,0.0,0.0,0.0,17,23,13,28
1641,40f55727f19740e2b04491fb8c309863,0,117.22218899999999,31.852826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,1.194313425,0.675655509,2307.6171879999997,1.100719424,1,0,45000.0,5.0,0.0,8,7,2,18
804,5eb9be9634cd45c89cd514810e67661f,1,106.71248899999999,26.307392,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.7148842329999999,0.431835123,63.72316919,0.894736842,2,0,41000.0,1.0,0.0,2,11,0,0
1,f318d81c51174c3981eafd22f7687610,0,117.139573,31.844572999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,999,1,1000,0,0,8,0.684957953,0.9996558459999999,173.50260419999998,1.051282051,1,0,0.0,0.0,0.0,18,42,18,6
1953,0a59523381e14635822a3b24fa783555,0,113.16226999999999,22.947405,0.0,0.0,0.0,0.0,1.0,0.0,0.0,985,0,0,1,0,8,0.23127196100000003,-0.96086971,1171.875,0.75,1,1,45000.0,5.0,0.0,5,25,7,13
1008,0f69ad72d15a45678d11122e3815efac,0,117.250143,31.871303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.502455181,0.754627838,1819.6614579999998,1.007751938,1,0,44000.0,4.0,0.0,38,89,39,29
684,f78e1fe877724901852e110af518e2a5,0,117.23860900000001,31.867221999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.828414415,0.7225986179999999,1611.002604,0.68707483,1,0,0.0,0.0,0.0,16,31,17,34
679,3de148984d72456190bde48e7604e9f6,0,117.21213700000001,31.893517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,999,1,999,0,0,8,0.679447445,0.999586755,125.32552079999999,1.0606060609999999,1,0,42000.0,2.0,0.0,13,32,11,8
1891,d7962ebe3cb342b0a27c97611d1b7f86,0,117.208326,31.832734000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,330,0,0,0,0,8,0.566235354,0.5788719760000001,176.6493056,0.8409090909999999,1,0,44000.0,5.0,0.0,25,53,24,42
2080,af2e44e478e2474586f99fc336f2497a,1,114.068529,30.347986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.60176977,-0.19156458699999998,578.3420139,1.261538462,1,0,41000.0,1.0,0.0,6,8,1,0
847,8bb6355d1b3449baa450b37a535bd3b1,1,118.86626299999999,35.429316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,991,0,0,1,1000,7,0.406250083,0.848717774,41.74804688,0.703703704,0,3,47000.0,6.0,0.0,0,3,0,0
542,099e3446175f4e56ba075c5060269095,0,107.45069299999999,35.357151,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,1,0.46367826100000004,0.21693045800000002,973.6061096000001,1.518292683,3,0,41000.0,5.0,0.0,10,29,1,0
715,2e1f36e4f94142a093ad7cfb2adced6a,0,123.302559,41.833739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.919735765,0.983072205,140.09757380000002,2.04,0,3,45000.0,6.0,0.0,1,0,0,2
1804,f697f41924c149f18d5c1c3bbd679a82,1,114.54643700000001,23.534545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,8,0.971240305,-0.095811052,303.2700422,0.579710145,3,0,41000.0,1.0,0.0,4,23,2,0
1658,a7fe3819303346628e850b264f25a441,1,105.78933300000001,28.537131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.642329825,-0.27421483,44.38920455,1.0,3,0,41000.0,1.0,0.0,19,29,5,0
462,5b38f6dd6aa8481daf4d5a81f1fb19bb,0,117.22534099999999,31.859541999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,999,0,0,0,0,8,0.309322398,-0.9923123770000001,1659.396701,9.097560976,3,0,44000.0,4.0,0.0,25,47,18,19
1321,16980775b5fb4e55b5d82b33531f7f7c,0,113.498646,32.777737,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1000,8,0.42014176700000005,0.343799297,58.59375,3.75,1,1,41000.0,1.0,0.0,2,14,6,0
1116,00d66a6d3ece48c0b850a642c2839471,0,105.08598,25.747101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,499,1,0,8,0.753972248,0.87683746,727.8645832999999,0.9069767440000001,3,0,41000.0,1.0,0.0,5,14,8,0
1273,82dbbd6f419e42cfbe981ad2077ce198,1,112.648004,38.568628000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.892075519,0.501327761,699.6527778,1.677419355,1,0,41000.0,1.0,0.0,2,18,0,0
516,740736dd30124bd2bfa813db7c759ec1,0,117.131822,31.845196,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.267796869,-0.06742257900000001,86.58854167,2.210526316,1,0,0.0,0.0,0.0,25,30,16,14
1757,23c506a26b2a4f1ead7ea03112930b1b,1,119.018469,32.606799,0.0,0.0,0.0,0.0,1.0,0.0,0.0,468,0,0,1,1000,8,0.978435754,-0.458498281,1715.6032989999999,1.6804123709999998,1,0,51000.0,3.0,0.0,10,35,8,2
2335,b16e07c3a7aa410ba6ed00e206d672ac,0,117.240936,31.896394,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.306937882,0.784271577,5826.90239,3.8181818180000002,2,0,44000.0,4.0,0.0,16,33,9,14
568,870de387570648ee96ce44deb157f64f,0,117.18366699999999,31.851858,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.646873328,0.491681356,1695.421007,1.0,3,1,47000.0,6.0,0.0,23,29,11,15
583,03e150cd4817436a9355309ad95d935e,0,117.241386,40.01713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,8,0.550564009,-0.18163192399999997,141.27604169999998,0.738095238,1,0,41000.0,1.0,0.0,10,10,3,0
2132,1423854508fb407a912882d9f4670c3a,1,119.05100700000001,25.866861,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1000,8,0.439105762,0.344766346,53.07225738,0.913043478,1,0,0.0,0.0,0.0,1,21,0,0
743,d66ebaeb7e344878b9122c4c5c5ab299,1,114.199542,30.596193,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,0,8,0.244952912,0.912873864,70.09548611,1.789473684,1,0,0.0,0.0,0.0,22,24,6,43
1254,637e2ce5ed454c3d9ac53c8e097287ba,0,117.250867,31.847452,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,999,0,0,8,0.674044915,0.982872187,4106.445313,1.8,1,0,44000.0,3.0,0.0,40,51,16,56
167,3778f150485b4d0585cfee0f15387859,1,117.083927,37.956863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.931332437,0.24755452100000003,393.8802083,0.833333333,2,0,0.0,0.0,0.0,2,3,4,4
2127,eeddc61b21af4f7ab232d0aafd7ba2e5,0,117.161028,31.831671000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.892810938,-0.9956070770000001,9064.453125,13.73076923,2,0,44000.0,4.0,0.0,24,17,12,5
1061,4635cc3cf87f4bd5bf34cc3a74be24ff,1,110.314663,29.429469,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,1,0.8756113640000001,-0.037362288,236.46354680000005,1.310344828,3,0,51000.0,3.0,0.0,1,0,0,0
292,0b38e232c2ae43df9d68cfb1b34ae278,1,99.653787,25.391009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.7302377259999999,-0.167373196,1611.28692,1.6595744680000002,2,0,41000.0,1.0,0.0,11,35,0,0
1500,f726c1b9a9e8436e97b3e1c0e9349094,0,117.151072,31.831988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.37270424,0.17141980699999998,996.09375,0.882352941,1,0,0.0,0.0,0.0,28,65,9,19
2310,3e147af4538c4a9c95786045a41fe7cc,1,112.657749,38.565009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.9480594240000001,-0.28274130199999997,988.28125,0.929292929,2,0,41000.0,1.0,0.0,2,19,0,0
2342,7d0f3923d2f340aca0a5e29d38988015,1,113.10430500000001,22.95585,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.942243533,0.225525559,726.2369792000001,1.4057971009999999,1,0,53000.0,4.0,0.0,39,134,6,68
81,c02007ba167a42269cf4f50069356430,0,117.184381,31.857078,0.0,0.0,1.0,0.0,0.0,0.0,0.0,996,0,0,0,0,1,0.517578355,0.0009429999999999999,23.65112305,1.032258065,2,0,0.0,0.0,0.0,19,35,21,18
565,a61610086ebd41b789f4319c203e536b,0,117.172987,31.856868,0.0,0.0,1.0,0.0,0.0,0.0,0.0,993,0,0,0,0,1,0.785646959,0.002486008,47.06382751,1.119047619,7,0,44000.0,4.0,0.0,11,27,22,41
2048,7f3df0bd23d842b49214cbb5699fe62a,0,117.13414099999999,31.859501,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.55656343,0.975729856,8843.098958,4.09929078,1,0,44000.0,4.0,0.0,7,23,8,3
1490,bbbf2425c4484be3aae5d4d35b5d195d,1,113.14786000000001,34.054333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1000,8,0.8832164929999999,0.479623189,39.93055556,0.695652174,1,0,53000.0,5.0,0.0,0,0,0,0
282,9e8a49622a97471caa93f35b66e490ae,1,119.682829,30.855473999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.512714871,0.590538319,674.8857243,1.121621622,2,0,41000.0,1.0,0.0,28,19,0,0
1064,5a93435c768c434dbe64efe77a102c28,1,120.287342,30.429218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.860650639,0.403441544,2187.934028,1.0,1,0,44000.0,4.0,0.0,14,37,28,32
1194,52be6e91f5b343b9896f182840db8df5,0,117.19046999999999,31.858462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,280,0,0,0,0,8,0.902344351,0.549494583,27.66927083,0.882352941,10,0,45000.0,5.0,0.0,22,41,20,36
2231,bbeeea7c7a3647b3ab5515b162d6c692,1,116.854196,36.561258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.849111272,0.693535592,1762.5868059999998,1.056451613,1,0,41000.0,1.0,0.0,5,18,1,1
856,efced0a1edf546fc8a55ca197745f6fb,1,116.176427,28.319271,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.6736359909999999,0.49201556700000004,1498.7768310000001,1.5070422540000001,2,0,41000.0,1.0,0.0,9,21,0,0
1397,faf1df039ce74c5cb49a9acdc6903deb,0,117.24728600000002,31.882934000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,995,1,996,0,0,8,0.65961558,0.974894431,128.90625,1.0909090909999999,2,2,45000.0,4.0,0.0,14,57,14,16
731,35e1090dbdd64a52914b47f4d2343f94,0,117.232875,31.900577000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,449,0,0,0,0,8,0.876257574,0.98746967,79.1015625,1.0,1,0,44000.0,5.0,0.0,29,22,16,25
843,f377c106bbed44d285ad33a14a3479c0,1,112.604902,25.297194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.8750483659999999,0.479338584,665.7986111,0.567307692,2,0,41000.0,1.0,0.0,8,34,4,0
1266,24077fe8a15c4e59b154c4ea61c58009,0,117.24198500000001,31.866723999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.8628622429999999,-0.999580185,1108.940972,1.917808219,1,0,45000.0,5.0,0.0,11,31,14,37
2152,d51edcc4c41e47d19240e21634c97843,0,117.17483500000002,31.831721999999996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,999,0,0,0,0,8,0.275039947,-0.999854758,833.7673611,6.647058824,1,0,44000.0,4.0,0.0,4,12,2,10
425,ba2ec4a291b545d595a270132b731def,0,117.13961100000002,31.841134999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.64712386,0.7705033640000001,2202.690972,0.9655172409999999,2,0,0.0,0.0,0.0,18,42,18,6
1609,26fba55f5c49475ca59309c2268dbfca,1,104.035241,30.707433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1000,8,0.860485946,0.125897853,48.56715893,0.653846154,3,1,45000.0,5.0,0.0,5,130,5,88
740,096332eb3a754da3a065e5f76e78d5d5,1,109.354598,36.762485999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.520685982,0.9122580920000001,2332.899306,0.7267441859999999,1,0,45000.0,3.0,0.0,3,22,15,0
1449,e263b987855849aea6899d3f1ba3eea0,1,114.37100900000002,36.106071,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8,0.043526689,-0.19145341800000001,356.0126582,0.9,2,0,44000.0,4.0,0.0,7,21,0,31
784,f2fe8ae674684a018b3c0b04de604146,0,117.20830900000001,31.832682000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.725484087,0.444147884,2006.9444440000002,1.0,1,0,44000.0,5.0,0.0,25,53,24,42
400,4ddd609a8db540709b3f2530cf1a207d,0,87.26144599999999,42.245003000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.41741830399999996,-0.15305722900000002,2597.222222,1.294117647,2,0,41000.0,1.0,0.0,0,4,0,0
1407,48d37d992b6d4888b035d0c62ecd51c9,1,80.926362,44.311553,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.9490614359999999,0.295613693,516.8776371,2.666666667,2,0,41000.0,1.0,0.0,5,14,0,0
2102,e692f824a47a4ab9af5fb00925de4b4d,1,110.707576,27.098857000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,1,0.807787802,-0.100341559,233.4594727,0.472222222,1,0,42000.0,2.0,0.0,0,2,2,0
2210,d5e3b0b311ef419087c43fe53f94d866,1,120.05732900000001,30.194370000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.31934347,-0.247904448,65.10416667,0.96,2,0,41000.0,1.0,0.0,61,41,4,10
140,033b1e14abd84e53802f0dc4be9f2061,0,117.225008,31.848699,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.904336528,0.6880427840000001,1615.017361,1.0,6,0,44000.0,4.0,0.0,15,28,13,51
958,c87a74d8c9ba4a36a26cc8cad5e06cb1,0,117.17671299999999,31.859434999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,999,0,0,0,0,8,0.232186169,-0.16749011800000002,236.97916669999998,3.791666667,3,1,45000.0,5.0,0.0,17,39,43,24
811,126fffc413bb4b4abe3215c35098436a,1,114.354933,30.581516999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,480,0,0,0,0,8,0.524984872,-0.076721787,59.02777778,1.882352941,3,0,44000.0,4.0,0.0,28,34,16,84
240,458c1393745842e28116f4574acc0daa,0,105.78906,28.537326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.25584352,-0.04885799,28.01951477,0.882352941,2,0,41000.0,1.0,0.0,19,29,5,0
1739,1c6cc94e4e784aa29a5b32c2bbfc5f05,1,117.316701,39.050459000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.334878519,-0.161750198,117.29600690000001,2.0434782609999997,1,0,0.0,0.0,0.0,19,44,10,13
1917,b47ecf1b5a6443da9a2a1bc98cb74bef,0,117.20382099999999,31.863477000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1000,0,0,0,0,8,1.256515727,0.658788235,693.5763889,0.723404255,5,1,45000.0,5.0,0.0,25,75,25,49
2228,25ceb7854c254cfe877c7f9f3e6fbf74,0,117.221027,31.885966999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,986,0,0,0,0,8,1.1500231159999998,0.605060301,173.39409719999998,0.723404255,4,0,0.0,0.0,0.0,13,29,27,7
839,800a116e2b044e9081280a952b327364,0,117.20127,31.844790999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,0,0,8,0.434381254,0.9624162,3596.679688,2.05511811,6,0,0.0,0.0,0.0,37,76,38,53
455,2995f73a16f7431db3ab4ad6dbee0a38,0,124.829333,46.553868,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,8,0.361886441,0.529632075,1914.556962,1.0,0,1,45000.0,5.0,0.0,4,5,0,0
1957,bfadafcd4b434add91b55d42fcb373d6,0,117.204163,31.837864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.671864525,-0.876499453,3937.5,11.57142857,4,1,44000.0,4.0,0.0,18,23,18,19
2036,583cb4ff7b36434685060ba19315e507,0,117.24166899999999,31.866907,0.0,0.0,1.0,0.0,0.0,0.0,0.0,992,0,0,0,0,8,0.720301348,-0.113764114,214.19270830000002,0.893617021,2,0,44000.0,5.0,0.0,11,31,14,37
1308,d6aeea3161fa48b7a44317881bf8c181,0,117.58121799999999,24.830085999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.753332925,0.411135916,543.0772569000001,0.8441558440000001,1,0,41000.0,1.0,3.0,0,14,0,0
1271,86872252f6894d37904f40a8209c33c9,0,117.190525,31.855539,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.771253952,0.196289288,1791.6666670000002,0.992248062,2,0,0.0,0.0,0.0,22,41,20,36
1866,3ad6c53be2184b9a8bdadafe481aa34d,0,117.229426,31.832176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,994,0,0,0,0,8,0.25144836600000003,0.999763463,140.5164931,0.9459459459999999,1,0,0.0,0.0,0.0,18,44,19,32
1786,8231fb886f434ba7bcf190477caec62d,0,117.21221499999999,31.892435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,390,0,0,0,0,8,0.363071529,0.35193554899999996,50.13020833,0.954545455,3,0,42000.0,2.0,0.0,13,32,11,8
23,0333c280d4434fbf803c39d53667026b,0,117.15218700000001,31.833340999999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,468,0,0,0,0,8,0.944303155,-0.972204265,3234.700521,9.175438596000001,1,0,45000.0,5.0,0.0,28,65,9,19
1912,64d0921065c247959994640492698834,0,117.139527,31.835459999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,282,0,0,0,0,8,1.007475913,0.44941796799999995,140.19097219999998,0.894736842,4,0,44000.0,4.0,0.0,26,35,24,41
1863,b24fa3a168274ec991b0d05fe1d2b056,1,117.74078899999999,24.079807000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.684968164,0.393367836,2114.099859,1.138461538,2,1,45000.0,5.0,0.0,1,1,0,0
1486,02ac4f6d6cf7468893d9b03a26353906,0,114.114907,30.587767,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.811674487,0.9565274020000001,1206.0546880000002,1.231578947,1,0,41000.0,1.0,3.0,7,2,0,6
2084,84c144ccfe8a4077829e64f9f5401081,0,112.88875900000001,39.431360999999995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.35934725100000003,-0.832738871,41.42992424,1.071428571,2,0,41000.0,1.0,0.0,5,20,0,0
2073,a65ff7ac3c254e07a70558974dbd6be2,0,117.158529,31.857060999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,996,1,999,0,0,1,0.7340194170000001,0.362542564,116.8012619,1.028985507,2,0,44000.0,4.0,0.0,6,29,22,5
520,639e6a987ec140e6996db5c00a01baf0,0,104.41158100000001,31.263596999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.61265745,0.022669909,415.3645833,0.8787878790000001,3,0,45000.0,5.0,0.0,0,4,0,3
487,bed58295d610401d81c93e42dd9bf555,0,117.17975200000001,31.851495,0.0,0.0,0.0,0.0,1.0,0.0,0.0,997,0,0,0,0,8,0.523574392,-0.7852009529999999,1943.359375,19.9,4,0,0.0,0.0,0.0,25,54,23,24
984,9c6bdf9098b742e4bb03f5c3e576984a,1,114.612154,34.841359999999995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,1.090155224,0.68924945,2008.5720489999999,0.61849711,1,0,41000.0,1.0,0.0,7,24,1,0
392,a908bfbebfd24b699d27a87795d5dca2,0,117.21203600000001,31.901815000000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8,0.405815972,-0.715294118,7963.867187999999,6.657142857,2,0,42000.0,2.0,0.0,7,23,8,11
2385,328d58910d164d5fa9dd0896d5a7151c,1,112.251043,25.531663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.561681788,0.588510367,316.4556962,0.5555555560000001,1,0,41000.0,1.0,0.0,3,4,1,0
906,bcc7ab4abdfd47129dd05dd04450a353,1,120.684025,31.696209999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1000,1,0.502929925,0.77572779,480.4134369,0.838709677,4,2,45000.0,3.0,0.0,2,15,0,4
1638,014e64642c2040f3b7ae688c31a58263,0,115.284748,37.387908,0.0,1.0,0.0,0.0,0.0,0.0,0.0,997,1,0,1,0,8,0.8729407029999999,0.9562186979999999,39.17100694,1.0,1,0,41000.0,1.0,0.0,3,21,4,0
1291,7c9fcda1ffbb432ba73aa4002017518b,1,113.30143400000001,23.370892,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,8,0.854805842,0.8124002090000001,1948.3506940000002,1.0,0,0,45000.0,5.0,0.0,44,92,46,34
2043,1d9c30c250ba4baead6491a246435a42,1,113.846829,22.721278,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,8,0.280020676,0.972150436,1890.625,1.0,0,3,47000.0,6.0,0.0,21,94,21,40
344,42c9d59b63384ac1901b20e5cc125e5c,0,117.25103600000001,31.875754999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,995,0,0,0,0,8,0.570916021,-0.162993421,163.30295139999998,0.813953488,6,1,45000.0,3.0,0.0,13,55,23,29
